248,3125,3,1
248,1034191,3,1
508,26134,3,1
508,1030730,3,1
508,1030833,3,1
508,1040093,3,1
532,1430,3,1
532,26884,3,1
581,1823,3,1
581,1032659,3,1
807,3995,3,1
807,4238,3,1
807,1035569,3,1
807,1038652,3,1
807,1.49E+11,3,1
807,1.49E+11,3,1
867,2272,3,1
867,1035160,3,2
1020,4535,3,1
1020,1041311,3,1
1268,2657,3,1
1268,2855,3,1
1515,29192,3,1
1515,29520,3,1
1515,1043181,3,1
1733,201,3,1
1733,1617,3,1
1733,1038514,3,1
1733,1.49E+11,3,1
2108,1031477,3,1
2108,1.49E+11,3,1
2254,1031442,3,1
2254,1031644,3,1
2288,2403,3,1
2288,2405,3,1
2288,2406,3,1
2288,2408,3,1
2288,30264,3,1
2447,1824,3,1
2447,1826,3,1
2447,3780,3,1
2447,4166,3,1
2447,1035649,3,1
2447,1036829,3,1
3589,2696,3,1
3589,27667,3,1
3640,29229,3,1
3640,1034922,3,1
3640,1038652,3,1
3640,1041190,3,1
3640,1041337,3,1
3640,1042135,3,1
3640,1.49E+11,3,1
3661,1034376,3,1
3661,1041621,3,1
4007,261,3,1
4007,877,3,1
4007,1033264,3,2
4129,1031455,3,1
4129,1031459,3,1
4596,1617,3,1
4596,1031613,3,1
4596,1031616,3,1
4596,1.49E+11,3,1
4611,521,3,1
4611,1571,3,1
4611,2205,3,1
4611,30701,3,1
4659,2269,3,1
4659,1037533,3,1
4693,1515,3,1
4693,1516,3,1
4693,1518,3,1
4897,1617,3,1
4897,1042143,3,1
5733,1038313,3,1
5733,1.49E+11,3,1
5733,1.49E+11,3,1
5835,3732,3,1
5835,1033846,3,1
6148,1033036,3,1
6148,1.49E+11,3,1
6865,315,3,1
6865,1.49E+11,3,1
6971,1033467,3,1
6971,1038968,3,1
7738,4491,3,1
7738,26126,3,1
7738,1030502,3,1
7738,1042143,3,1
7738,1042786,3,1
7738,1.49E+11,3,1
7877,252,3,1
7877,333,3,1
7877,334,3,1
7877,1368,3,1
7877,1370,3,1
7877,1372,3,1
8570,1033633,3,1
8570,1040851,3,1
8570,1.49E+11,3,1
8890,4277,3,1
8890,26160,3,1
8890,26173,3,1
8890,26453,3,1
8890,28016,3,1
8890,28018,3,1
8890,28710,3,1
8890,29990,3,1
8890,29991,3,1
8890,30172,3,1
8890,1030884,3,4
8890,1031477,3,1
8890,1032025,3,1
8890,1032612,3,1
8890,1033017,3,2
8890,1033070,3,1
